,피해면적합계,진화종료 일,진화종료 월,진화종료 일시,진화종료 연도,발생원인,발생장소_지번,발생장소_동리,발생장소_시군구,발생장소_읍면,발생장소_시도,발생일,발생요일,발생월,발생시간,발생연도
236,0.02,03,02,13:45:00,2011,기타,산58,등억,울주,상북,울산,03,목요일,02,13:15:00,2011
237,0.09,03,02,13:28:00,2011,기타,산87,서산,합천,합천,경남,03,목요일,02,12:30:00,2011
238,0.01,02,02,16:45:00,2011,입산자실화,산39,,진주,장재,경남,02,수요일,02,15:42:00,2011
239,0.06,02,02,15:35:00,2011,기타,34 외 1필,화제,양산,원동,경남,02,수요일,02,15:05:00,2011
240,0.1,02,02,12:35:00,2011,쓰레기소각,산110,월평,포항 북,죽장,경북,02,수요일,02,11:18:00,2011
241,0.2,01,02,22:38:00,2011,입산자실화,산147-3,,강릉,대전,강원,01,화요일,02,21:15:00,2011
242,0.2,01,02,17:50:00,2011,입산자실화,산25,응암,장흥,대덕,전남,01,화요일,02,16:48:00,2011
243,0.07,01,02,16:20:00,2011,입산자실화,산46-1,성내,제천,금성,충북,01,화요일,02,14:30:00,2011
244,3.5,01,02,08:10:00,2011,건축물화재비화,산37,금풍,양양,강현,강원,31,월요일,01,21:31:00,2011
245,30,01,02,10:30:00,2011,기타,산92외 141필,상월천,양양,현남,강원,31,월요일,01,18:14:00,2011
246,0.01,31,01,16:30:00,2011,입산자실화,산46-48,,양산,삼호,경남,31,월요일,01,16:00:00,2011
247,0.2,31,01,14:00:00,2011,기타,산129,석포,영주,이산,경북,31,월요일,01,13:14:00,2011
248,1,31,01,12:34:00,2011,입산자실화,산49,,금정,금사,부산,31,월요일,01,11:01:00,2011
249,0.2,31,01,05:30:00,2011,건축물화재비화,산8-5,구산,울진,기성,경북,31,월요일,01,02:41:00,2011
250,25,31,01,11:00:00,2011,입산자실화,산74-2,파도,구례,토지,전남,30,일요일,01,12:49:00,2011
251,0.2,29,01,16:50:00,2011,입산자실화,산152,덕례,광양,광양,전남,29,토요일,01,16:10:00,2011
252,0.03,29,01,13:40:00,2011,농산부산물소각,산149-3,,북,상안,울산,29,토요일,01,13:20:00,2011
253,0.1,29,01,13:00:00,2011,입산자실화,산90,갈면,울진,원남,경북,29,토요일,01,11:48:00,2011
254,0.5,29,01,02:17:00,2011,입산자실화,산195-1,,동,동부,울산,28,금요일,01,23:58:00,2011
255,0.5,28,01,21:19:00,2011,입산자실화,산85-2,내광,울주,온양,울산,28,금요일,01,19:10:00,2011
256,0.02,28,01,14:25:00,2011,기타,산57,반곡,울주,언양,울산,28,금요일,01,14:00:00,2011
257,0.3,28,01,15:40:00,2011,입산자실화,산135-1,,순천,조례,전남,28,금요일,01,14:00:00,2011
258,0.2,28,01,14:49:00,2011,입산자실화,산40-2,하빈,합천,야로,경남,28,금요일,01,13:21:00,2011
259,0.3,23,01,15:50:00,2011,쓰레기소각,산10,정도,완도,완도,전남,23,일요일,01,14:08:00,2011
260,0.3,23,01,00:10:00,2011,담뱃불실화,산108-41,,강릉,죽헌,강원,22,토요일,01,23:46:00,2011
261,0.2,22,01,07:59:00,2011,입산자실화,산195-1,,동,동부,울산,22,토요일,01,06:33:00,2011
262,2.5,21,01,23:30:00,2011,기타,산100-3,상원,영양,영양,경북,21,금요일,01,16:00:00,2011
263,0.01,21,01,15:30:00,2011,입산자실화,산118,하청,산청,신안,경남,21,금요일,01,14:45:00,2011
264,0.15,19,01,15:25:00,2011,입산자실화,산27-9,신기,순천,낙안,전남,19,수요일,01,12:55:00,2011
265,0.1,17,01,15:25:00,2011,농산부산물소각,산76-1,어온,거제,하청,경남,17,월요일,01,14:09:00,2011
266,0.5,17,01,13:53:00,2011,농산부산물소각,142-2,웅천,기장,철마,부산,17,월요일,01,13:05:00,2011
267,0.05,16,01,15:30:00,2011,입산자실화,산49-1,오목,의령,유곡,경남,16,일요일,01,14:40:00,2011
268,1,15,01,17:10:00,2011,건축물화재비화,산117-1,하저,영덕,강구,경북,15,토요일,01,15:20:00,2011
269,1,15,01,11:18:00,2011,입산자실화,산38,운곡,합천,쌍백,경남,15,토요일,01,09:01:00,2011
270,0.1,13,01,16:30:00,2011,농산부산물소각,산4,금곡,단양,단양,충북,13,목요일,01,14:00:00,2011
271,0.18,13,01,10:45:00,2011,입산자실화,산116-1,덕동,창원 마산합포,구산,경남,13,목요일,01,10:00:00,2011
272,0.1,11,01,01:30:00,2011,입산자실화,산164,도,산청,생비량,경남,10,월요일,01,21:30:00,2011
273,0.01,08,01,12:55:00,2011,쓰레기소각,산20,입석,산청,단성,경남,08,토요일,01,12:27:00,2011
274,0.02,01,01,16:20:00,2011,입산자실화,산75-6,소동,거제,일운,경남,01,토요일,01,16:07:00,2011
275,0.05,01,01,15:25:00,2011,입산자실화,산32-2,소동,거제,일운,경남,01,토요일,01,14:37:00,2011
276,1,01,01,16:30:00,2011,입산자실화,산270-1외 3필,봉촌,함안,칠북,경남,01,토요일,01,13:40:00,2011
277,0.2,16,03,14:20:00,2011,주택화재비화,산99,대,장흥,회진,전남,16,수요일,03,13:16:00,2011
278,0.2,12,03,13:30:00,2011,기타,산153,태백,영암,서호,전남,12,토요일,03,12:15:00,2011
279,0.1,12,03,13:05:00,2011,쓰레기소각,산25-1,삼항,청원,가덕,충북,12,토요일,03,12:20:00,2011
280,2,12,03,16:00:00,2011,입산자실화,산45-1,죽전,성주,용암,경북,12,토요일,03,12:36:00,2011
281,1.5,12,03,17:10:00,2011,쓰레기소각,산56,두산,김천,부항,경북,12,토요일,03,13:05:00,2011
282,0.6,12,03,15:30:00,2011,쓰레기소각,산5,평중,순천,승주,전남,12,토요일,03,13:10:00,2011
283,0.1,12,03,14:44:00,2011,입산자실화,산143,옥류,영덕,지품,경북,12,토요일,03,14:04:00,2011
284,0.5,12,03,15:50:00,2011,기타,산62-2,삼방,괴산,불정,충북,12,토요일,03,14:13:00,2011
285,0.3,12,03,15:30:00,2011,쓰레기소각,산83,명서,충주,산척,충북,12,토요일,03,14:20:00,2011
286,0.1,12,03,15:48:00,2011,입산자실화,산5,,양산,명,경남,12,토요일,03,14:38:00,2011
287,5,12,03,17:10:00,2011,기타,산169,인금,안동,풍천,경북,12,토요일,03,15:25:00,2011
288,0.01,13,03,15:35:00,2011,쓰레기소각,산288,내와,울주,두서,울산,13,일요일,03,14:35:00,2011
289,0.1,13,03,16:00:00,2011,기타,산201-1,대도,나주,문평,전남,13,일요일,03,14:40:00,2011
290,0.2,14,03,12:45:00,2011,기타,산232-2,원달,곡성,죽곡,전남,14,월요일,03,11:00:00,2011
291,7,14,03,16:30:00,2011,기타,산2 외 1,평,울주,언양,울산,14,월요일,03,14:30:00,2011
292,0.1,14,03,21:00:00,2011,입산자실화,산80,정양,영월,영월,강원,14,월요일,03,19:40:00,2011
293,0.5,14,03,23:40:00,2011,입산자실화,산129,대일,달성,가창,대구,14,월요일,03,20:50:00,2011
294,0.1,15,03,16:50:00,2011,입산자실화,산68,수만,화순,화순,전남,15,화요일,03,16:00:00,2011
295,0.2,15,03,16:40:00,2011,담뱃불실화,산5-1,,영천,오수,경북,15,화요일,03,16:05:00,2011
296,0.5,15,03,17:36:00,2011,주택화재비화,산67,석탑,안동,북후,경북,15,화요일,03,16:27:00,2011
297,0.5,24,03,14:42:00,2011,기타,산12-5,임곡,보은,마로,충북,24,목요일,03,13:15:00,2011
298,0.5,24,03,17:12:00,2011,입산자실화,산157-8,발,울주,온양,울산,24,목요일,03,16:23:00,2011
299,5,01,04,08:50:00,2011,담뱃불실화,산93-2,내곡,고성,동해,경남,31,목요일,03,13:55:00,2011
300,1,31,03,17:30:00,2011,쓰레기소각,산36,용곡,보은,회인,충북,31,목요일,03,15:15:00,2011
301,0.2,31,03,17:00:00,2011,기타,산1-23,연화,통영,욕지,경남,31,목요일,03,14:40:00,2011
302,0.4,31,03,19:00:00,2011,입산자실화,산88-1,봉하,화순,도암,전남,31,목요일,03,16:00:00,2011
303,0.2,31,03,18:20:00,2011,입산자실화,산84-5,,동,지산,광주,31,목요일,03,16:45:00,2011
304,0.3,01,04,13:30:00,2011,기타,산18,신월,정선,정선,강원,01,금요일,04,10:50:00,2011
305,0.01,01,04,12:20:00,2011,기타,산41-1,반암,고창,아산,전북,01,금요일,04,11:30:00,2011
306,6,02,04,09:10:00,2011,기타,산77,농소,거제,장목,경남,01,금요일,04,13:35:00,2011
307,110,02,04,09:25:00,2011,기타,산82 외,황지,예천,호명,경북,01,금요일,04,12:25:00,2011
308,0.08,01,04,14:00:00,2011,기타,산214-1,가용,완도,완도,전남,01,금요일,04,12:45:00,2011
309,0.1,01,04,14:30:00,2011,기타,산52,호동,해남,황산,전남,01,금요일,04,12:45:00,2011
310,3,01,04,18:25:00,2011,기타,산129,신구,창녕,장마,경남,01,금요일,04,12:50:00,2011
311,0.5,01,04,14:46:00,2011,기타,산86,용흥,합천,삼가,경남,01,금요일,04,13:40:00,2011
312,0.01,01,04,14:50:00,2011,기타,산32,신흥,공주,이인,충남,01,금요일,04,14:08:00,2011
313,0.5,01,04,16:45:00,2011,주택화재비화,산13,상군천,삼척,노곡,강원,01,금요일,04,14:15:00,2011
314,0.5,01,04,17:10:00,2011,입산자실화,산7-5,부호,경산,하양,경북,01,금요일,04,14:37:00,2011
315,1.5,01,04,17:30:00,2011,입산자실화,산215-1,우계,김해,상동,경남,01,금요일,04,14:30:00,2011
316,4,02,04,09:00:00,2011,기타,산4,정동,하동,악양,경남,01,금요일,04,15:45:00,2011
317,3,02,04,09:00:00,2011,쓰레기소각,산1-1,월악,제천,덕산,충북,01,금요일,04,16:15:00,2011
318,0.3,31,03,15:20:00,2011,입산자실화,산2-1,안양,김해,생림,경남,31,목요일,03,14:10:00,2011
319,0.3,31,03,15:00:00,2011,기타,산26,구상,남원,아영,전북,31,목요일,03,14:00:00,2011
320,6,31,03,18:45:00,2011,담뱃불실화,산275-2,동례,거창,가조,경남,31,목요일,03,13:37:00,2011
321,18,26,03,09:00:00,2011,입산자실화,산48,,강서,지사,부산,25,금요일,03,14:25:00,2011
322,0.2,27,03,16:40:00,2011,담뱃불실화,산7,,동구,마산,대전,27,일요일,03,15:32:00,2011
323,0.3,27,03,13:55:00,2011,입산자실화,산13,금호,칠곡,지천,경북,27,일요일,03,12:02:00,2011
324,0.06,27,03,16:50:00,2011,기타,산65-3,,해운대,우,부산,27,일요일,03,16:17:00,2011
325,0.3,29,03,15:30:00,2011,쓰레기소각,산44 외 1,노래,청송,안덕,경북,29,화요일,03,13:45:00,2011
326,0.5,29,03,16:50:00,2011,기타,산95-45,,서,풍암,광주,29,화요일,03,15:06:00,2011
327,0.3,30,03,14:20:00,2011,기타,산26,세간,의령,유곡,경남,30,수요일,03,12:10:00,2011
328,1,30,03,17:15:00,2011,기타,산4,부일,경산,용성,경북,30,수요일,03,14:09:00,2011
329,0.2,30,03,15:42:00,2011,기타,산169,외칠,경주,산내,경북,30,수요일,03,14:18:00,2011
330,0.2,30,03,15:45:00,2011,쓰레기소각,산207-2,화산,울주,서생,울산,30,수요일,03,14:58:00,2011
331,48,02,04,10:00:00,2011,입산자실화,산78 외 45,정명,울진,기성,경북,30,수요일,03,15:05:00,2011
332,0.3,30,03,17:10:00,2011,입산자실화,산12-1,궁촌,옥천,청성,충북,30,수요일,03,15:55:00,2011
333,25,31,03,12:50:00,2011,기타,산45,삼대,고령,성산,경북,30,수요일,03,15:55:00,2011
334,1,30,03,19:00:00,2011,기타,산50,우매,영동,황간,충북,30,수요일,03,16:25:00,2011
335,0.2,31,03,12:38:00,2011,쓰레기소각,산21-1,상궁,보은,내북,충북,31,목요일,03,11:50:00,2011
336,0.1,31,03,13:10:00,2011,기타,산87,청계,의령,봉수,경남,31,목요일,03,12:10:00,2011
337,0.2,31,03,14:30:00,2011,입산자실화,산53-1,북성,함평,손불,전남,31,목요일,03,12:40:00,2011
338,0.3,31,03,16:20:00,2011,기타,산129,신구,창녕,장마,경남,31,목요일,03,12:50:00,2011
339,0.2,31,03,14:40:00,2011,기타,산11,신안,김천,조마,경북,31,목요일,03,13:40:00,2011
340,3,02,11,10:30:00,2011,담뱃불실화,산224,동촌,화천,화천,강원,01,화요일,11,15:23:00,2011
341,0.01,14,11,13:40:00,2011,입산자실화,산60,대석,양산,상북,경남,14,월요일,11,13:07:00,2011
342,0.3,21,11,00:43:00,2011,입산자실화,산14-1,남북,인제,인제,강원,20,일요일,11,21:54:00,2011
343,0.01,08,01,12:55:00,2011,쓰레기소각,산20,입석,산청,단성,경남,08,토요일,01,12:27:00,2011
344,0.1,11,01,01:30:00,2011,입산자실화,산164,도,산청,생비량,경남,10,월요일,01,21:30:00,2011
345,0.18,13,01,10:45:00,2011,입산자실화,산116-1,덕동,창원,마산합포,경남,13,목요일,01,10:00:00,2011
346,0.1,13,01,16:30:00,2011,기타,산4,금곡,단양,단양,충북,13,목요일,01,14:00:00,2011
347,1,15,01,11:18:00,2011,입산자실화,산38,운곡,합천,쌍백,경남,15,토요일,01,09:01:00,2011
348,0.02,01,01,16:20:00,2011,입산자실화,산75-6,소동,거제,일운,경남,01,토요일,01,16:07:00,2011
349,0.05,01,01,15:25:00,2011,입산자실화,산32-2,소동,거제,일운,경남,01,토요일,01,14:37:00,2011
350,1,01,01,16:30:00,2011,입산자실화,산270-1외 3필,봉촌,함안,칠북,경남,01,토요일,01,13:40:00,2011
351,0.05,26,11,14:17:00,2011,기타,산24-1,하원,울진,서,경북,26,토요일,11,13:43:00,2011
352,0.3,29,11,22:30:00,2011,담뱃불실화,산4-1,거포,옥천,청성,충북,29,화요일,11,20:10:00,2011
353,0.2,09,12,15:00:00,2011,기타,산27,용수,기장,정관,부산,09,금요일,12,14:11:00,2011
354,0.01,22,12,18:20:00,2011,입산자실화,산52,원,산청,시천,경남,22,목요일,12,17:15:00,2011
355,0.5,24,12,16:30:00,2011,쓰레기소각,산14-1,무계,청송,현서,경북,24,토요일,12,14:30:00,2011
356,0.1,28,12,08:30:00,2011,입산자실화,산202-2,장전평,홍천,홍천,강원,28,수요일,12,03:20:00,2011
357,0.09,12,03,11:53:00,2011,쓰레기소각,산172-1,,북,가대,울산,12,토요일,03,11:15:00,2011
358,1,11,03,18:25:00,2011,쓰레기소각,산27,신천리,산청,시천,경남,11,금요일,03,15:30:00,2011
359,0.07,01,02,16:20:00,2011,입산자실화,산46-1,성내,제천,금성,충북,01,화요일,02,14:30:00,2011
360,0.2,01,02,17:50:00,2011,입산자실화,산25,응암,장흥,대덕,전남,01,화요일,02,16:48:00,2011
361,0.2,01,02,22:38:00,2011,입산자실화,산147-3,,강릉,대전,강원,01,화요일,02,21:15:00,2011
362,0.1,02,02,12:35:00,2011,쓰레기소각,산110,월평,포항,죽장,경북,02,수요일,02,11:18:00,2011
363,0.06,02,02,15:35:00,2011,기타,34 외 1필,화제,양산,원동,경남,02,수요일,02,15:05:00,2011
364,0.01,02,02,16:45:00,2011,입산자실화,산39,,진주,장재,경남,02,수요일,02,15:42:00,2011
365,0.09,03,02,13:28:00,2011,기타,산87,서산,합천,합천,경남,03,목요일,02,12:30:00,2011
366,0.02,03,02,13:45:00,2011,기타,산58,등억,울주,상북,울산,03,목요일,02,13:15:00,2011
367,0.3,03,02,14:40:00,2011,입산자실화,산111 외 2,,해운대,반여,부산,03,목요일,02,13:35:00,2011
368,0.1,04,02,04:50:00,2011,기타,산4-7,,유성,학하,대전,04,금요일,02,03:30:00,2011
369,1,04,02,07:30:00,2011,입산자실화,산113,마곡,사천,곤명,경남,04,금요일,02,05:40:00,2011
370,0.1,04,02,15:28:00,2011,기타,산143,매곡,의성,사곡,경북,04,금요일,02,14:25:00,2011
371,0.7,05,02,09:10:00,2011,입산자실화,산149,두곡,하동,하동,경남,05,토요일,02,05:40:00,2011
372,0.01,05,02,13:30:00,2011,기타,산112,대전,청송,부남,경북,05,토요일,02,12:55:00,2011
373,0.1,05,02,14:30:00,2011,쓰레기소각,산26,마산,의령,지정,경남,05,토요일,02,13:40:00,2011
374,0.01,05,02,18:20:00,2011,쓰레기소각,산34-3,자매,진주,수곡,경남,05,토요일,02,17:35:00,2011
375,0.6,06,02,09:30:00,2011,입산자실화,산148-1,호곡,곡성,고달,전남,06,일요일,02,06:00:00,2011
376,0.1,06,02,14:40:00,2011,쓰레기소각,산101,신암,울주,서생,울산,06,일요일,02,13:50:00,2011
377,0.1,07,02,13:55:00,2011,기타,산58,학리,합천,삼가,경남,07,월요일,02,13:00:00,2011
378,3.5,01,02,08:10:00,2011,주택화재비화,산37,금풍,양양,강현,강원,31,월요일,01,21:31:00,2011
379,30,01,02,10:30:00,2011,기타,산92외 141필,상월천,양양,현남,강원,31,월요일,01,18:14:00,2011
380,0.01,31,01,16:30:00,2011,입산자실화,산46-48,,양산,삼호,경남,31,월요일,01,16:00:00,2011
381,0.02,28,01,14:25:00,2011,기타,산57,반곡,울주,언양,울산,28,금요일,01,14:00:00,2011
382,0.5,28,01,21:19:00,2011,입산자실화,산85-2,내광,울주,온양,울산,28,금요일,01,19:10:00,2011
383,0.5,29,01,02:17:00,2011,입산자실화,산195-1,,동,동부,울산,28,금요일,01,23:58:00,2011
384,0.1,29,01,13:00:00,2011,입산자실화,산90,갈면,울진,원남,경북,29,토요일,01,11:48:00,2011
385,0.03,29,01,13:40:00,2011,기타,산149-3,,북,상안,울산,29,토요일,01,13:20:00,2011
386,0.2,29,01,16:50:00,2011,입산자실화,산152,덕례,광양,광양,전남,29,토요일,01,16:10:00,2011
387,25,31,01,11:00:00,2011,입산자실화,산74-2,파도,구례,토지,전남,30,일요일,01,12:49:00,2011
388,0.2,31,01,05:30:00,2011,주택화재비화,산8-5,구산,울진,기성,경북,31,월요일,01,02:41:00,2011
389,1,31,01,12:34:00,2011,입산자실화,산49,,금정,금사,부산,31,월요일,01,11:01:00,2011
390,0.2,31,01,14:00:00,2011,기타,산129,석포,영주,이산,경북,31,월요일,01,13:14:00,2011
391,0.3,11,02,20:20:00,2011,입산자실화,산5,물걸,홍천,내촌,강원,11,금요일,02,17:50:00,2011
392,0.3,12,02,08:20:00,2011,입산자실화,산26,귀래,원주,귀래,강원,12,토요일,02,07:30:00,2011
393,1,09,03,13:40:00,2011,기타,산106,,북,가대,울산,09,수요일,03,12:38:00,2011
394,2,09,03,17:50:00,2011,기타,산1-1 외 1,정양,영월,영월,강원,09,수요일,03,13:15:00,2011
395,2,09,03,17:20:00,2011,입산자실화,산12,신기,곡성,목사동,전남,09,수요일,03,14:20:00,2011
396,0.3,09,03,18:30:00,2011,주택화재비화,산439,조교,춘천,북산,강원,09,수요일,03,17:20:00,2011
397,0.01,09,03,18:50:00,2011,입산자실화,산197-1,내대,산청,시천,경남,09,수요일,03,17:55:00,2011
398,0.06,10,03,12:25:00,2011,기타,산56-2,우산,창원,마산합포,경남,10,목요일,03,11:55:00,2011
399,0.06,10,03,12:20:00,2011,입산자실화,산90,,양산,주진,경남,10,목요일,03,11:55:00,2011
400,0.8,10,03,15:30:00,2011,기타,산61-1,화산,강진,군동,전남,10,목요일,03,13:00:00,2011
401,0.1,10,03,15:00:00,2011,쓰레기소각,산55-1,화학,옥천,안남,충북,10,목요일,03,13:59:00,2011
402,0.5,10,03,15:24:00,2011,기타,산180-79 외1,장전,기장,철마,부산,10,목요일,03,14:28:00,2011
403,0.2,10,03,18:35:00,2011,기타,산40,덕곡,상주,모동,경북,10,목요일,03,17:10:00,2011
404,0.06,11,03,06:00:00,2011,입산자실화,산42-1,,은평,불광,서울,11,금요일,03,04:15:00,2011
405,0.2,11,03,12:20:00,2011,기타,산50-2,효목,옥천,청산,충북,11,금요일,03,10:45:00,2011
406,0.1,11,03,14:55:00,2011,입산자실화,산21,정금,횡성,우천,강원,11,금요일,03,13:43:00,2011
407,0.3,11,03,14:20:00,2011,쓰레기소각,산76,태장,안동,서후,경북,11,금요일,03,13:45:00,2011
408,0.2,11,03,14:58:00,2011,쓰레기소각,산69-39,신계,의성,옥산,경북,11,금요일,03,14:00:00,2011
409,2.5,11,03,16:30:00,2011,기타,산109,신서,경주,양남,경북,11,금요일,03,13:50:00,2011
410,0.4,11,03,15:00:00,2011,담뱃불실화,산2-6 외 2,성평,하동,고전,경남,11,금요일,03,14:00:00,2011
411,0.01,11,03,14:43:00,2011,쓰레기소각,산30-1,용산,음성,음성,충북,11,금요일,03,14:10:00,2011
412,0.2,09,03,13:30:00,2011,입산자실화,산96,영호,해남,화원,전남,09,수요일,03,11:50:00,2011
413,0.5,07,03,15:30:00,2011,쓰레기소각,산33,유서,성주,선남,경북,07,월요일,03,14:25:00,2011
414,0.1,06,03,15:30:00,2011,쓰레기소각,산3-2,운계,의령,궁류,경남,06,일요일,03,14:25:00,2011
415,0.01,13,02,13:30:00,2011,입산자실화,산157,사정,산청,신등,경남,13,일요일,02,13:00:00,2011
