,화재발생일자,화재발생시간,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,발화지점,날씨,온도,습도,특보내용,발화원인,발화요인대분류명,발화요인소분류명,접수일자,접수시각,소방서명,서센터명,소방지역대명,출동일자,출동시각,현장도착일자,현장도착시각,출동소요시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,초진일자,초진시각,전체인력수합계,완진일자,완진시간,화재진압시간,동원장비수,인명피해수,재산피해금액,피해면적
460,20191211,71800,강원도,정선군,북평면,나전리,328-1,졸드루길31-51,산중턱,맑음,5,45,강풍주의보,미상,미상,미상,20191211,71825,정선소방서,조양119안전센터,북평119지역대,20191211,72002,20191211,73652,1650,19,19,12,20191212,103957,214,20191212,103957,150305,30,0,0,2
461,20191231,25600,강원도,강릉시,죽헌동,,80,,산아래,맑음,-3,36,강풍주의보,담뱃불,부주의,담뱃불,20191231,25627,강릉소방서,경포119안전센터,,20191231,25708,20191231,30757,1049,6,8,0,20191231,35307,128,20191231,45600,14803,22,0,0,0.1
462,20200101,125600,강원도,강릉시,성산면,위촌리,638,위촌길274-15,산아래,맑음,6,34,건조주의보,쓰레기소각장,부주의,쓰레기/논밭두렁,20200101,125616,강릉소방서,유천119안전센터,,20200101,125644,20200101,10342,658,4,4,0,20200101,131943,67,20200101,103343,3001,19,1,990,0.02
463,20200103,122200,강원도,춘천시,서면,오월리,,납실길107-64,산아래,맑음,1,51,,미상,미상,미상,20200103,122230,춘천소방서,신북119안전센터,,20200103,122307,20200103,123748,1441,16,15,0,20200103,142000,77,20200103,30500,22712,0,0,0,0.7
464,20200104,24900,강원도,정선군,신동읍,덕천리,139,,산아래,맑음,5,43,풍랑주의보,기타,부주의,쓰레기/논밭두렁,20200104,24933,정선소방서,신동119안전센터,,20200104,25033,20200104,31319,2246,40,14,0,20200104,152040,77,20200104,34040,2721,12,0,0,0.04
465,20200115,14600,강원도,양양군,양양읍,월리,530-3,고노동길117,산아래,맑음,5,23,,기타,기계적요인,굴뚝아궁이,20200115,14628,양양소방서,양양119안전센터,,20200115,14709,20200115,15128,419,2,2,0,20200115,140719,155,20200115,21019,1851,25,0,0,0.02
466,20200123,125200,강원도,횡성군,우천면,하궁리,154,,산아래,맑음,9,40,,담뱃불,부주의,담뱃불,20200123,125206,횡성소방서,둔내119안전센터,,20200123,125332,20200123,125624,252,22,7,0,20200123,133843,100,20200123,13942,4318,10,0,99,0.1
467,20200131,121800,강원도,홍천군,서석면,풍암리,28,아미산길210,산중턱,맑음,8,41,,미상,미상,미상,20200131,121807,홍천소방서,서석119안전센터,,20200131,15414,20200131,22833,3419,36,2,0,20200131,143010,79,20200131,34110,11237,7,0,0,0.01
468,20200208,70500,강원도,춘천시,남산면,백양리,144-42,서백길303-49,산아래,맑음,-4,72,풍랑주의보,쓰레기소각장,부주의,쓰레기/논밭두렁,20200208,70500,춘천소방서,강촌119안전센터,,20200208,70726,20200208,73145,2419,33,29,0,20200208,75400,72,20200208,81000,3815,8,1,0,0.03
469,20200209,64100,강원도,원주시,신림면,황둔리,산3,,산중턱,맑음,-1,43,,담뱃불,부주의,담뱃불,20200209,64132,원주소방서,신림119안전센터,,20200209,64426,20200209,65844,1418,30,13,0,20200209,222842,108,20200209,102842,32958,12,0,4194,0.4
470,20200224,125600,강원도,춘천시,남산면,산수리,387-3,,평지,맑음,10,45,,논/밭두렁,부주의,라이터불/성냥불,20200224,125618,춘천소방서,강촌119안전센터,,20200224,125702,20200224,10306,604,28,22,0,20200224,171314,108,20200224,51314,41008,10,2,408,0.1
471,20200308,15000,강원도,홍천군,화촌면,풍천리,77-25,,산정상,맑음,16,21,,미상,미상,미상,20200308,15000,홍천소방서,홍천119안전센터,화촌119지역대,20200308,15152,20200308,22116,2924,25,25,15,20200308,152841,113,20200308,44358,22242,14,0,0,0.05
472,20200319,70300,강원도,원주시,흥업면,대안리,191-10,,산아래,맑음,14,44,강풍주의보,기타,부주의,기타,20200319,70318,원주소방서,흥업119안전센터,,20200319,71108,20200319,72357,1249,18,10,0,20200319,83901,58,20200319,83901,11504,17,0,0,0.7
473,20200319,123800,강원도,원주시,지정면,판대리,577-41,,산중턱,구름많음,11,46,강풍경보,기타,전기적요인,불꽃/스파크/정전기,20200319,123811,원주소방서,문막119안전센터,,20200319,123942,20200319,125623,1641,28,26,13,20200319,141510,174,20200319,31613,21950,24,0,0,2.2
474,20200321,33600,강원도,횡성군,갑천면,삼거리,,,산아래,맑음,18,32,,담뱃불,부주의,담뱃불,20200321,33611,횡성소방서,횡성119안전센터,갑천119지역대,20200321,33718,20200321,34416,658,17,17,4,20200321,154734,76,20200321,40352,1936,12,0,660,0.05
475,20200403,24400,강원도,홍천군,두촌면,장남리,76,,산아래,맑음,18,43,,미상,미상,미상,20200403,24448,홍천소방서,홍천119안전센터,,20200403,24618,20200403,25413,755,32,32,8,20200403,154500,110,20200403,34500,5047,16,0,0,0.1
476,20200404,32600,강원도,삼척시,근덕면,동막리,,,산아래,맑음,13,35,강풍주의보,미상,전기적요인,전기적아크,20200404,32656,삼척소방서,근덕119안전센터,,20200404,32744,20200404,34022,1238,17,9,0,20200404,61046,313,20200404,90000,51938,51,0,9634,0.5
477,20200404,55000,강원도,횡성군,우천면,산전리,239-1,,산아래,맑음,2,81,풍랑주의보,논/밭두렁,부주의,쓰레기/논밭두렁,20200404,55022,횡성소방서,우천119안전센터,,20200404,55122,20200404,60302,1140,12,6,0,20200404,72738,46,20200404,72738,12436,12,0,0,0.08
478,20200404,44900,강원도,춘천시,사북면,송암리,50,가일길40-14,산아래,맑음,15,14,,미상,부주의,담뱃불,20200404,44924,춘천소방서,신북119안전센터,,20200404,44946,20200404,50829,1843,20,18,0,20200404,182653,133,20200404,95101,44232,20,0,0,0.3
479,20200408,13400,강원도,원주시,소초면,흥양리,120,살대울모래기길273,산아래,맑음,10,23,건조경보,기타,부주의,모닥불/연탄/숯,20200408,13440,원주소방서,태장119안전센터,소초119지역대,20200408,13506,20200408,14538,1032,8,9,9,20200408,144025,96,20200408,31152,12614,19,0,0,1.5
480,20200410,114700,강원도,원주시,신림면,구학리,351-2,방학동길110,산아래,맑음,11,38,,쓰레기소각장,부주의,쓰레기/논밭두렁,20200410,114754,원주소방서,신림119안전센터,,20200410,114859,20200410,115911,1012,23,6,0,20200410,133235,124,20200410,20838,20927,23,0,710,0.5
481,20200410,115600,강원도,평창군,진부면,두일리,82,두일길415-4,산아래,맑음,7,30,,기타,부주의,라이터불/성냥불,20200410,115638,평창소방서,진부119안전센터,,20200410,115708,20200410,120931,1223,46,7,0,20200410,130057,128,20200410,13653,12722,23,0,0,0.3
482,20200411,23400,강원도,횡성군,우천면,상대리,78,,산정상,맑음,15,32,,담뱃불,부주의,담뱃불,20200411,23428,횡성소방서,우천119안전센터,,20200411,23539,20200411,24201,622,15,3,0,20200411,150735,51,20200411,32801,4600,8,0,0,0.01
483,20200414,40000,강원도,철원군,서면,자등리,221,,산아래,맑음,21,0,,미상,미상,미상,20200414,40047,철원소방서,김화119안전센터,,20200414,40509,20200414,42557,2048,14,15,5,20200414,85000,395,20200415,120000,193403,27,0,0,19
484,20200415,25000,강원도,평창군,대화면,개수리,541,,산아래,맑음,18,39,,미상,미상,미상,20200415,25015,평창소방서,대화119안전센터,,20200415,25117,20200415,31125,2008,19,15,0,20200415,161156,206,20200415,43056,11931,17,0,0,0.2
485,20200422,14800,강원도,강릉시,성산면,보광리,324,,산아래,맑음,7,37,,기타,화학적요인,화학반응열,20200422,14833,강릉소방서,내곡119안전센터,,20200422,14906,20200422,20640,1734,16,15,0,20200422,142141,196,20200422,25208,4528,14,0,213,0.3
486,20200422,22100,강원도,인제군,인제읍,가아리,445-1,,산아래,흐림,6,37,,기타,부주의,굴뚝아궁이,20200422,22156,인제소방서,인제119안전센터,,20200422,22237,20200422,23538,1301,18,14,0,20200422,163950,137,20200422,43950,20412,15,0,0,0.2
487,20200424,112500,강원도,철원군,갈말읍,문혜리,118,,산중턱,맑음,13,41,건조주의보,미상,미상,미상,20200424,112545,철원소방서,태봉119안전센터,,20200424,112753,20200424,120852,4059,5,5,0,20200424,142635,112,20200424,34035,33143,14,0,7700,0.6
488,20200424,10700,강원도,춘천시,남면,관천리,1,,산아래,맑음,15,26,,기타,미상,미상,20200424,10712,춘천소방서,강촌119안전센터,,20200424,10852,20200424,14901,4009,39,21,0,20200424,173832,0,20200424,53832,34931,0,0,0,1
489,20200426,12600,강원도,춘천시,동면,감정리,118-1,,산정상,맑음,18,24,,미상,미상,미상,20200426,12607,춘천소방서,후평119안전센터,,20200426,12702,20200426,13847,1145,7,7,0,20200426,155901,69,20200426,305901,22014,13,0,0,0.01
490,20200427,112800,강원도,횡성군,공근면,학담리,산7,,산정상,비,14,49,,입산자실화,부주의,미상,20200427,112818,횡성소방서,공근119안전센터,,20200427,112910,20200427,113827,917,9,5,0,20200427,3005,64,20200427,124008,10141,11,0,0,0.02
491,20200430,22700,강원도,홍천군,서석면,어론리,132-1,,산정상,맑음,23,33,건조주의보,미상,미상,미상,20200430,22738,홍천소방서,서석119안전센터,,20200430,22854,20200430,24557,1703,25,9,0,20200430,170000,133,20200430,500000,21403,15,0,0,0.2
492,20200430,60500,강원도,원주시,지정면,판대리,,구재로470,산정상,맑음,24,43,,담뱃불,부주의,담뱃불,20200430,60552,원주소방서,문막119안전센터,지정119지역대,20200430,61430,20200430,64019,2549,32,17,14,20200430,191918,57,20200430,703010,4951,15,0,247,0.01
493,20200501,24700,강원도,춘천시,동면,상걸리,53,,산중턱,맑음,27,45,,입산자실화,부주의,불꽃/불티,20200501,24735,춘천소방서,후평119안전센터,,20200501,24913,20200501,31908,2955,18,18,0,20200501,154000,77,20200501,45843,13935,6,0,0,0.2
494,20200501,32100,강원도,홍천군,동면,노천리,151,,산정상,맑음,28,37,,담뱃불,부주의,담뱃불,20200501,32156,홍천소방서,홍천119안전센터,동면119지역대,20200501,32233,20200501,33537,1304,14,14,11,20200501,161000,112,20200502,84000,50423,13,0,0,0.01
495,20200506,112600,강원도,철원군,철원읍,율이리,199-1,,산아래,맑음,21,42,,기타,부주의,용접/절단/연마,20200506,112643,철원소방서,동송119안전센터,,20200506,112816,20200506,113919,1103,18,10,0,20200506,5341,71,20200506,12041,14122,21,0,0,0.06
496,20200508,25000,강원도,홍천군,홍천읍,상오안리,,,산아래,맑음,27,11,,담뱃불,부주의,담뱃불,20200508,25035,홍천소방서,홍천119안전센터,,20200508,25105,20200508,30042,937,9,9,0,20200508,151059,22,20200508,303059,3017,6,0,0,0.03
497,20200608,31500,강원도,춘천시,동면,품걸리,,,산정상,맑음,32,45,,미상,미상,미상,20200608,31524,춘천소방서,후평119안전센터,,20200608,31550,20200608,35613,4023,59,59,15,20200608,181517,49,20200608,61517,21904,10,0,0,0.1
498,20200623,100100,강원도,홍천군,동면,속초리,산271,,산정상,맑음,28,59,,미상,미상,미상,20200623,100131,홍천소방서,홍천119안전센터,,20200623,100505,20200623,101216,711,10,10,5,20200623,112052,133,20200623,112052,10836,15,0,0,0.15
499,20201006,14800,강원도,춘천시,사북면,고성리,102-1,용화산로76-117,산정상,맑음,18,41,,담뱃불,부주의,담뱃불,20201006,14803,춘천소방서,신북119안전센터,,20201006,30827,20201006,33559,2732,30,21,0,20201006,165400,61,20201006,405600,12001,18,0,0,0.01
500,20201009,45000,강원도,홍천군,서석면,풍암리,,,산중턱,맑음,18,56,풍랑주의보,입산자실화,미상,미상,20201009,45042,홍천소방서,서석119안전센터,,20201009,45205,20201009,45654,449,33,3,0,20201009,213820,51,20201009,120000,70306,7,0,0,0.05
501,20201011,71100,강원도,홍천군,화촌면,군업리,산359,,산중턱,맑음,8,94,,미상,미상,미상,20201011,71134,홍천소방서,홍천119안전센터,,20201011,71245,20201011,72409,1124,16,16,7,20201011,3647,45,20201011,123647,51238,11,0,0,0.01
502,20201013,23800,강원도,홍천군,화촌면,군업리,10,군업안말길54번길32-21,산중턱,맑음,18,51,,미상,미상,미상,20201013,23829,홍천소방서,홍천119안전센터,,20201013,24124,20201013,25516,1352,17,17,8,20201013,164019,86,20201013,405940,20424,12,0,0,0.01
503,20201018,13600,강원도,홍천군,화촌면,군업리,10,,산정상,맑음,18,42,,미상,미상,미상,20201018,13657,홍천소방서,홍천119안전센터,,20201018,13657,20201018,15525,1828,16,16,0,20201018,152621,38,20201018,50921,31356,7,0,0,0.01
504,20201104,124500,강원도,철원군,동송읍,이평리,116,,산중턱,맑음,6,23,,담뱃불,부주의,담뱃불,20201104,124509,철원소방서,동송119안전센터,,20201104,124717,20201104,125254,537,13,2,0,20201104,131345,105,20201104,14752,5458,9,0,0,0.01
505,20201108,22700,강원도,동해시,신흥동,,251-1,,산아래,맑음,9,41,건조주의보,미상,부주의,담뱃불,20201108,22715,동해소방서,북삼119안전센터,삼화119지역대,20201108,22743,20201108,24738,1955,14,10,6,20201108,31225,123,20201108,44045,15307,59,0,605,0.11
506,20201116,123800,강원도,홍천군,홍천읍,장전평리,산99-3,,산정상,맑음,13,59,,입산자실화,부주의,촛불,20201116,123806,홍천소방서,홍천119안전센터,,20201116,123908,20201116,124656,748,8,8,0,20201116,134341,0,20201116,115041,110345,0,0,0,0.1
507,20201201,95900,강원도,횡성군,우천면,상대리,55,,산아래,맑음,-1,50,,건물,기계적요인,기기전도/복사열/기기발열,20201201,95929,횡성소방서,우천119안전센터,,20201201,100032,20201201,101725,1653,17,8,0,20201201,224549,104,20201201,114707,12942,10,0,145,0.1
508,20201208,83700,강원도,홍천군,동면,속초리,193,,산아래,맑음,-3,50,,기타,부주의,불꽃/불티,20201208,83749,홍천소방서,홍천119안전센터,동면119지역대,20201208,84042,20201208,84345,303,6,6,3,20201208,211500,84,20201208,104305,15920,12,0,0,0.02
509,20201212,114300,강원도,원주시,신림면,구학리,126-9,,산중턱,맑음,3,42,,기타,부주의,담뱃불,20201212,114329,원주소방서,신림119안전센터,,20201212,114405,20201212,120631,2226,24,11,0,20201212,5019,53,20201212,10933,10302,13,0,0,0.5
510,20201212,31600,강원도,원주시,신림면,황둔리,35,,산중턱,맑음,5,30,,담뱃불,부주의,담뱃불,20201212,31603,원주소방서,신림119안전센터,,20201212,31711,20201212,32146,435,27,11,0,20201212,172528,61,20201212,70700,34514,11,0,0,0.05
511,20201225,22200,강원도,영월군,영월읍,영흥리,131-1,,산중턱,맑음,-5,47,,담뱃불,부주의,담뱃불,20201225,42215,영월소방서,영월119안전센터,,20201225,42255,20201225,42806,511,3,3,0,20201225,175434,118,20201225,101534,54728,13,0,0,0.3
512,20210112,114400,강원도,홍천군,동면,좌운리,산244-28,,산정상,맑음,-8,59,,입산자실화,미상,미상,20210112,114416,홍천소방서,홍천119안전센터,동면119지역대,20210112,114720,20210112,122313,3553,28,28,24,20210112,130000,48,20210112,31053,24740,3,0,0,0.15
513,20210117,153649,강원도,동해시,부곡동,,159,,산중턱,맑음,0,17,,담뱃불,부주의,담뱃불,20210117,153600,동해소방서,천곡119안전센터,,20210117,153807,20210117,154824,1017,8,8,0,20210117,164748,275,20210117,180059,21235,24,0,0,1
514,20210124,174756,강원도,홍천군,홍천읍,하오안리,137,,산아래,맑음,7,62,,기타,전기적요인,기타,20210124,174700,홍천소방서,홍천119안전센터,,20210124,174857,20210124,175912,1015,9,9,0,20210124,212607,17,20210124,212607,32655,3,0,0,0.7
515,20210210,141257,강원도,홍천군,동면,좌운리,80,,산정상,맑음,6,70,,입산자실화,부주의,불꽃/불티,20210210,141200,홍천소방서,홍천119안전센터,동면119지역대,20210210,141344,20210210,143140,1756,23,23,19,20210210,145025,41,20210210,155015,11835,3,0,264,0.01
516,20210222,141118,강원도,화천군,간동면,간척리,,,산아래,맑음,13,39,건조주의보,미상,미상,미상,20210222,141100,화천소방서,화천119안전센터,,20210222,141146,20210222,141844,658,21,21,5,20210222,144400,81,20210222,150600,4716,14,0,0,0.1
517,20210226,133351,강원도,홍천군,북방면,전치곡리,,,산정상,맑음,10,35,,미상,미상,미상,20210226,133300,홍천소방서,홍천119안전센터,북방119지역대,20210226,133751,20210226,140558,2807,20,0,15,20210226,143015,106,20210226,180000,35402,10,0,0,0.1
518,20210323,155214,강원도,홍천군,화촌면,성산리,18,성산로210-13,산중턱,맑음,16,25,,미상,부주의,담뱃불,20210323,155200,홍천소방서,홍천119안전센터,화촌119지역대,20210323,155541,20210323,155717,136,13,13,0,20210323,194808,310,20210323,4000,84243,33,0,9900,20
519,20210331,153510,강원도,정선군,신동읍,운치리,757,운치길293-22,산아래,맑음,21,8,건조주의보,논/밭두렁,부주의,불꽃/불티,20210331,153500,정선소방서,신동119안전센터,,20210331,153545,20210331,155545,2000,32,15,0,20210331,182010,302,20210331,124630,205045,186,0,67716,10.7
520,20210331,165648,강원도,양구군,양구읍,도사리,1,,미상,맑음,20,13,,미상,미상,미상,20210401,155600,양구소방서,양구119안전센터,동면119지역대,20210331,170003,20210331,171605,1602,12,12,10,20210331,81000,98,20210331,110000,174355,15,0,0,0.5
521,20210417,93300,강원도,홍천군,동면,월운리,120,,산아래,맑음,9,62,,미상,부주의,미상,20210417,93354,홍천소방서,홍천119안전센터,동면119지역대,20210417,93417,20210417,94541,1124,10,10,6,20210417,100353,54,20210417,101440,2859,12,0,0,0.01
522,20210417,120400,강원도,평창군,진부면,봉산리,,,산정상,맑음,14,29,,미상,미상,미상,20210417,120442,평창소방서,진부119안전센터,,20210417,120517,20210417,122702,2145,42,16,0,20210417,4521,53,20210417,13150,10448,7,0,0,0.01
523,20210419,164554,강원도,횡성군,공근면,초원리,32,,산중턱,맑음,19,30,,담뱃불,부주의,담뱃불/라이터불,20210419,164500,횡성소방서,공근119안전센터,,20210419,164707,20210419,171242,2535,11,6,0,20210419,190000,151,20210419,203009,31727,17,0,0,1.5
524,20210420,152205,강원도,홍천군,남면,명동리,32,,산아래,맑음,25,22,,논/밭두렁,부주의,쓰레기/논밭두렁,20210420,152200,홍천소방서,양덕원119안전센터,,20210420,152311,20210420,154727,2416,17,12,0,20210420,163433,64,20210420,165209,10442,21,1,0,0.3
525,20210421,122000,강원도,평창군,대관령면,유천리,111-1,경강로4605-23,산중턱,맑음,24,29,,담뱃불,부주의,담뱃불,20210421,122045,평창소방서,대관령119안전센터,,20210421,122234,20210421,123246,1012,56,7,0,20210421,135931,177,20210421,25124,21838,22,0,3850,1
526,20210422,132707,강원도,철원군,동송읍,대위리,32,,산중턱,맑음,25,31,,성묘객,부주의,쓰레기/논밭두렁,20210422,132700,철원소방서,동송119안전센터,,20210422,132825,20210422,133723,858,13,7,0,20210422,135918,52,20210422,141618,3855,16,0,2959,0.02
527,20210425,122200,강원도,평창군,봉평면,흥정리,358-11,흥정계곡4길21,산아래,맑음,13,41,,기타,부주의,담뱃불,20210425,122255,평창소방서,봉평119안전센터,,20210425,122348,20210425,124140,1752,42,9,0,20210425,30818,53,20210425,150818,22638,7,0,0,0.09
528,20210425,143201,강원도,원주시,신림면,성남리,160,,산중턱,맑음,20,31,,담뱃불,부주의,담뱃불,20210425,143200,원주소방서,신림119안전센터,,20210425,143516,20210425,151325,3809,24,7,0,20210425,160845,126,20210425,174224,22859,30,0,0,1.5
529,20210506,173053,강원도,인제군,서화면,심적리,742-2,,산아래,맑음,18,36,,담뱃불,부주의,담뱃불,20210506,173000,인제소방서,원통119안전센터,서화119지역대,20210506,173202,20210506,174500,1258,27,20,6,20210506,181000,81,20210506,182332,3832,15,0,0,0.1
530,20210506,210640,강원도,삼척시,원덕읍,갈남리,197-3,삼척로1852-6,산아래,맑음,15,54,,미상,미상,미상,20210506,210600,삼척소방서,원덕119안전센터,임원119지역대,20210506,210915,20210506,212245,1330,26,22,7,20210506,223934,110,20210506,223934,11649,22,0,0,0.01
531,20210507,110500,강원도,삼척시,도계읍,황조리,산123-1,황조길61,산중턱,맑음,17,46,풍랑주의보,담뱃불,부주의,담뱃불,20210507,110548,삼척소방서,도계119안전센터,,20210507,110834,20210507,112040,1206,39,8,0,20210507,4020,248,20210507,13020,20940,31,0,101,0.2
532,20210508,121200,강원도,횡성군,안흥면,상안리,,서동로상안2길26-25,산정상,맑음,15,59,풍랑주의보,담뱃불,부주의,담뱃불,20210508,121220,횡성소방서,우천119안전센터,안흥지역대,20210508,121312,20210508,122927,1615,38,25,15,20210508,135333,95,20210508,15433,12506,15,0,0,0.01
533,20210509,131611,강원도,홍천군,남면,시동리,901,시동안로226-7,산아래,맑음,21,24,,기타,부주의,담뱃불/라이터불,20210509,131600,홍천소방서,양덕원119안전센터,,20210509,131719,20210509,132624,905,21,7,0,20210509,135054,81,20210509,135339,2715,14,0,0,0.2
534,20210509,134301,강원도,철원군,철원읍,율이리,93,,산중턱,맑음,19,26,,담뱃불,부주의,담뱃불,20210509,134300,철원소방서,동송119안전센터,,20210509,134415,20210509,135216,801,16,7,0,20210509,141148,60,20210509,142131,2915,12,0,0,0.03
535,20210509,174449,강원도,철원군,철원읍,화지리,21,,산정상,맑음,18,22,,입산자실화,부주의,라이터불/성냥불,20210509,174400,철원소방서,동송119안전센터,,20210509,174536,20210509,174923,347,12,1,0,20210509,183358,67,20210509,183452,4529,13,0,0,0.01
536,20210513,153705,강원도,태백시,하사미동,,,,산중턱,맑음,23,43,,기타,기계적요인,불꽃/스파크/정전기,20210513,153700,태백소방서,화전119안전센터,,20210513,153756,20210513,155917,2121,20,17,0,20210513,182000,144,20210513,203416,43459,18,0,0,1.2
537,20210607,151139,강원도,강릉시,주문진읍,향호리,126,,산중턱,맑음,25,62,,논/밭두렁,부주의,쓰레기/논밭두렁,20210607,151100,강릉소방서,주문진119안전센터,,20210607,151226,20210607,152610,1344,21,6,0,20210607,153855,50,20210607,165149,12539,11,0,223,0.01
538,20210608,145246,강원도,홍천군,내촌면,화상대리,산9-2,,산정상,맑음,18,78,,기타,자연적인요인,낙뢰,20210608,145200,홍천소방서,서석119안전센터,내촌119지역대,20210608,145414,20210608,150349,935,26,0,5,20210608,153200,48,20210608,162904,12515,6,0,0,0.04
